epoch,accuracy,auc,auc_1,loss,lr,precision,recall,val_accuracy,val_auc,val_auc_1,val_loss,val_precision,val_recall
14,0.8958801031112671,0.8954107761383057,0.8108342885971069,11488.232421875,0.00125,0.8426767587661743,0.8934404253959656,0.6527777910232544,0.6591979265213013,0.5053378939628601,212970.203125,0.5350584387779236,0.6862955093383789
15,0.904140293598175,0.9019272923469543,0.8273120522499084,10329.201171875,0.000625,0.8608313798904419,0.8926371932029724,0.655637264251709,0.6748432517051697,0.5116012096405029,166273.109375,0.5340909361839294,0.7556270360946655
16,0.9043442606925964,0.9025040864944458,0.8270375728607178,9964.2353515625,0.000625,0.8597890138626099,0.8947791457176208,0.5674019455909729,0.6023659110069275,0.44703662395477295,237751.875,0.4583059847354889,0.7489270567893982
17,0.9023047089576721,0.9013323783874512,0.8223358392715454,9755.333984375,0.000625,0.8538324236869812,0.8972437977790833,0.5547385811805725,0.587898850440979,0.43837618827819824,263958.15625,0.4489123225212097,0.7283422350883484
18,0.9085254073143005,0.9075917601585388,0.8326883912086487,7842.44970703125,0.0003125,0.8628001809120178,0.9036660194396973,0.5290032625198364,0.5714367628097534,0.42523089051246643,275654.875,0.4324491024017334,0.7505353093147278
19,0.9110748767852783,0.9096969366073608,0.8377048969268799,7824.74951171875,0.0003125,0.8681234121322632,0.9039078950881958,0.5490196347236633,0.5855682492256165,0.43569594621658325,250184.34375,0.44523194432258606,0.7398287057876587
20,0.9104629755020142,0.909397304058075,0.8360128998756409,7493.51904296875,0.0003125,0.8659662008285522,0.904927670955658,0.5379902124404907,0.5744410157203674,0.42772671580314636,256921.46875,0.43637531995773315,0.7277598977088928
21,0.9101570248603821,0.90944904088974,0.8347727656364441,6801.66748046875,0.00015625,0.864112377166748,0.9064844846725464,0.5731208920478821,0.6005935072898865,0.44717034697532654,228152.046875,0.4605809152126312,0.7153598070144653
22,0.9096471667289734,0.9088634252548218,0.834385097026825,6779.6611328125,0.00015625,0.8639612197875977,0.9055644869804382,0.5714869499206543,0.6009107232093811,0.44732242822647095,230238.375,0.4601227045059204,0.7242489457130432
23,0.9091372489929199,0.9083539843559265,0.8335822820663452,7059.77734375,0.00015625,0.863265335559845,0.9050548076629639,0.5600489974021912,0.5946900844573975,0.4424457848072052,218910.515625,0.4531761705875397,0.740899384021759
24,0.9158678650856018,0.9143403768539429,0.8461689949035645,6457.009765625,7.8125e-05,0.8758068680763245,0.9079229235649109,0.5735294222831726,0.6008893251419067,0.44822433590888977,237247.453125,0.4616447687149048,0.715969979763031
25,0.9162757396697998,0.9150301218032837,0.8463634848594666,6314.58837890625,7.8125e-05,0.8753541111946106,0.9097965955734253,0.5571895241737366,0.5917202830314636,0.4407772719860077,241828.84375,0.4512753486633301,0.7379679083824158
26,0.9101570248603821,0.9093565344810486,0.8350440263748169,6580.5126953125,7.8125e-05,0.8645540475845337,0.905998945236206,0.5776143670082092,0.604174017906189,0.45127061009407043,220341.59375,0.46522948145866394,0.716274082660675
27,0.9134203791618347,0.9122549295425415,0.8412743210792542,6347.3125,3.90625e-05,0.8707605600357056,0.9073627591133118,0.5616829991340637,0.5925818681716919,0.44095706939697266,243858.484375,0.45258909463882446,0.7221029996871948
