epoch,accuracy,auc,auc_1,loss,lr,precision,recall,val_accuracy,val_auc,val_auc_1,val_loss,val_precision,val_recall
0,0.8423901796340942,0.882503092288971,0.7982096076011658,0.9532167911529541,0.001,0.7662369012832642,0.8440514206886292,0.849609375,0.9571248292922974,0.809563934803009,0.6828446984291077,0.6043360233306885,0.9653679728507996
1,0.9321756958961487,0.9751428365707397,0.9600770473480225,0.11564166098833084,0.001,0.8961946964263916,0.9293959736824036,0.94921875,0.9791192412376404,0.9130695462226868,0.22105704247951508,0.8403041958808899,0.9567099809646606
2,0.943309485912323,0.9825612902641296,0.9725421667098999,0.093377485871315,0.001,0.9134063720703125,0.9401342272758484,0.830078125,0.9631079435348511,0.8162972927093506,0.813348650932312,0.5710723400115967,0.9913420081138611
3,0.9511746764183044,0.9827635288238525,0.9711592197418213,0.08658719062805176,0.001,0.9234175682067871,0.9506570100784302,0.8955078125,0.969119131565094,0.8388182520866394,0.5865435600280762,0.6837349534034729,0.9912663698196411
4,0.9641470909118652,0.9909729957580566,0.9848755598068237,0.05877665430307388,0.001,0.9449710249900818,0.9619405269622803,0.916015625,0.9721409678459167,0.8546000719070435,0.5123346447944641,0.7348242998123169,0.9871244430541992
5,0.974565863609314,0.9950637817382812,0.99082350730896,0.03740914538502693,0.0005,0.9615588784217834,0.9721254110336304,0.89453125,0.9702808856964111,0.8441654443740845,0.6051236391067505,0.6816816926002502,0.9912663698196411
6,0.9774259328842163,0.9958221912384033,0.993550181388855,0.03375636786222458,0.0005,0.9642951488494873,0.9769560694694519,0.9306640625,0.9764361381530762,0.8750420212745667,0.44091618061065674,0.7684563994407654,0.9913420081138611
7,0.980796754360199,0.9968569874763489,0.9945399165153503,0.028308214619755745,0.0005,0.9695041179656982,0.9804236888885498,0.9052734375,0.9724454879760742,0.8537037968635559,0.5720778703689575,0.7046154141426086,0.9956521987915039
8,0.9861083030700684,0.998432993888855,0.9977177381515503,0.019189132377505302,0.00025,0.978422999382019,0.9852467775344849,0.888671875,0.9718262553215027,0.8528201580047607,0.6005160808563232,0.6724637746810913,0.995708167552948
9,0.9862104058265686,0.9983286261558533,0.9976597428321838,0.01931825466454029,0.00025,0.9781914949417114,0.9857946634292603,0.8994140625,0.9727801084518433,0.8548065423965454,0.5706459879875183,0.6909090876579285,0.9956331849098206
10,0.9881511926651001,0.9988538026809692,0.9979891180992126,0.016027042642235756,0.00025,0.9821285605430603,0.9868667721748352,0.9248046875,0.9755394458770752,0.8688876628875732,0.44393259286880493,0.7524752616882324,0.991304337978363
11,0.9878447651863098,0.9989779591560364,0.9983252882957458,0.015877924859523773,0.000125,0.9820951223373413,0.9860477447509766,0.91015625,0.9746155142784119,0.8651604652404785,0.5148706436157227,0.7178683280944824,0.9913420081138611
12,0.9908069372177124,0.9993327260017395,0.9991783499717712,0.012555202469229698,0.000125,0.9860962629318237,0.9898014068603516,0.908203125,0.9748066663742065,0.8662926554679871,0.5390395522117615,0.7120742797851562,0.9956709742546082
13,0.9921348094940186,0.9995859265327454,0.9994648694992065,0.010870113037526608,0.000125,0.9884934425354004,0.9908798336982727,0.91015625,0.9747206568717957,0.8651983737945557,0.5257019400596619,0.7169811129570007,0.991304337978363
14,0.991419792175293,0.9995076656341553,0.9993507862091064,0.011957718059420586,6.25e-05,0.9879582524299622,0.9895470142364502,0.9287109375,0.9755592942237854,0.87055504322052,0.4426194727420807,0.7649006843566895,0.991416335105896
15,0.9927477240562439,0.9996215105056763,0.999519944190979,0.009990192949771881,6.25e-05,0.9895666241645813,0.9914231896400452,0.9091796875,0.974831223487854,0.8662499785423279,0.5243852138519287,0.715624988079071,0.9913420081138611
16,0.9931562542915344,0.9995826482772827,0.9994566440582275,0.010423022322356701,6.25e-05,0.9890549778938293,0.99303138256073,0.9091796875,0.9754577875137329,0.8701388835906982,0.5217912197113037,0.7151702642440796,0.9956896305084229
17,0.9928498268127441,0.999596893787384,0.9994783997535706,0.010429468005895615,3.125e-05,0.9882478713989258,0.9930220246315002,0.923828125,0.9750384092330933,0.8661113381385803,0.4608462154865265,0.75,0.991304337978363
18,0.9948927760124207,0.9996547102928162,0.9995779395103455,0.009087647311389446,3.125e-05,0.9933011531829834,0.9933011531829834,0.919921875,0.9754425883293152,0.8690841794013977,0.4836355149745941,0.7411003112792969,0.9913420081138611
19,0.9931562542915344,0.9996558427810669,0.9995719194412231,0.009482375346124172,3.125e-05,0.9890462160110474,0.9930257797241211,0.9384765625,0.9768811464309692,0.8762431144714355,0.4168539047241211,0.7896551489830017,0.9913420081138611
